Brand,Age,kmDriven,Transmission,Owner,FuelType
Honda,8,62500.0,Automatic,second,hybrid/cng
Hyundai,10,56000.0,Automatic,second,hybrid
Mahindra,14,300000.0,Manual,second,diesel
Maruti Suzuki,4,56867.0,Manual,second,hybrid
Maruti Suzuki,6,250000.0,Automatic,second,petrol
Tata,3,19000.0,Automatic,first,petrol
Volkswagen,6,19000.0,Manual,second,petrol
Maruti Suzuki,12,56000.0,Manual,first,hybrid/cng
Audi,8,51000.0,Automatic,second,petrol
Hyundai,6,51000.0,Manual,first,diesel
Maruti Suzuki,7,78000.0,Automatic,first,petrol
Maruti Suzuki,4,300000.0,Manual,first,hybrid/cng
Maruti Suzuki,11,97000.0,Manual,second,petrol
Toyota,6,188000.0,Manual,first,diesel
Mahindra,4,15.0,Automatic,first,diesel
Maruti Suzuki,6,93500.0,Automatic,first,hybrid/cng
Maruti Suzuki,13,111000.0,Automatic,second,hybrid
Kia,3,260000.0,Manual,first,petrol
Maruti Suzuki,9,110000.0,Manual,second,diesel
Hyundai,9,48000.0,Manual,second,diesel
Renault,6,67000.0,Manual,second,petrol
Maruti Suzuki,5,80000.0,Manual,first,diesel
Chevrolet,8,44000.0,Manual,second,petrol
Hyundai,2,6199.0,Manual,first,petrol
Chevrolet,11,112000.0,Manual,first,diesel
Maruti Suzuki,4,185000.0,Manual,first,hybrid/cng
Maruti Suzuki,2,110000.0,Manual,first,petrol
Ford,8,37500.0,Manual,second,petrol
Toyota,2,61000.0,Manual,first,diesel
Honda,7,75000.0,Automatic,second,petrol
Honda,6,38000.0,Automatic,second,hybrid/cng
Honda,13,80000.0,Automatic,second,hybrid/cng
Honda,9,80000.0,Manual,second,diesel
Jeep,6,25300.0,Manual,second,petrol
Maruti Suzuki,0,13400.0,Automatic,first,hybrid/cng
Audi,9,49000.0,Automatic,first,diesel
Maruti Suzuki,5,54900.0,Automatic,second,diesel
Hyundai,7,65000.0,Manual,second,hybrid/cng
Maruti Suzuki,2,71000.0,Manual,second,hybrid
Kia,5,71000.0,Manual,first,diesel
Land Rover,3,31527.0,Automatic,second,diesel
Maruti Suzuki,13,130000.0,Manual,second,petrol
Maruti Suzuki,10,141000.0,Manual,first,diesel
Kia,4,35000.0,Manual,first,diesel
Land Rover,6,51000.0,Automatic,first,diesel
Tata,4,80123.0,Automatic,first,petrol
Hyundai,4,67000.0,Manual,first,hybrid/cng
Hyundai,9,65000.0,Automatic,first,diesel
Volkswagen,15,112000.0,Automatic,second,hybrid/cng
Maruti Suzuki,5,38000.0,Automatic,first,petrol
Toyota,8,61000.0,Automatic,second,petrol
Toyota,3,300000.0,Manual,second,diesel
Volkswagen,12,32000.0,Automatic,second,petrol
Tata,2,7900.0,Automatic,second,petrol
Mercedes-Benz,5,40000.0,Automatic,second,diesel
Hyundai,12,139000.0,Manual,second,petrol
Kia,1,27000.0,Automatic,first,diesel
Maruti Suzuki,4,40000.0,Automatic,first,hybrid
Toyota,14,85000.0,Manual,second,hybrid/cng
Maruti Suzuki,6,58000.0,Manual,first,diesel
Skoda,6,65000.0,Manual,first,diesel
Mercedes-Benz,7,50000.0,Automatic,second,diesel
Mahindra,6,71000.0,Manual,first,diesel
Hyundai,14,64000.0,Manual,second,hybrid/cng
Toyota,14,125000.0,Manual,first,diesel
Chevrolet,14,75000.0,Manual,second,hybrid
Hyundai,8,82000.0,Automatic,second,petrol
Toyota,0,11000.0,Automatic,first,hybrid/cng
Chevrolet,12,105000.0,Manual,second,diesel
Renault,2,34947.0,Automatic,first,petrol
Audi,6,63000.0,Automatic,second,petrol
Volvo,9,125000.0,Automatic,second,diesel
Honda,3,35111.0,Manual,first,petrol
Mercedes-Benz,9,57000.0,Automatic,first,diesel
Honda,11,106000.0,Automatic,second,hybrid/cng
Hyundai,6,80000.0,Manual,first,diesel
Maruti Suzuki,9,63000.0,Manual,second,petrol
Maruti Suzuki,6,48000.0,Automatic,second,petrol
Toyota,7,68000.0,Automatic,second,diesel
BMW,11,123872.0,Manual,first,diesel
Land Rover,4,54000.0,Automatic,second,petrol
Maruti Suzuki,2,21062.0,Automatic,first,petrol
Hyundai,9,60000.0,Automatic,second,hybrid
Renault,8,48451.0,Manual,first,petrol
BMW,5,300000.0,Automatic,first,diesel
Maruti Suzuki,11,64000.0,Manual,first,hybrid/cng
Toyota,1,32000.0,Automatic,first,petrol
Skoda,10,300000.0,Automatic,second,diesel
BMW,7,59000.0,Automatic,first,diesel
Hyundai,11,24500.0,Manual,second,petrol
Honda,17,103000.0,Automatic,second,petrol
Maruti Suzuki,5,66000.0,Manual,second,diesel
Honda,6,68000.0,Automatic,first,hybrid/cng
Mercedes-Benz,1,22000.0,Automatic,first,diesel
Hyundai,5,78000.0,Automatic,first,diesel
BMW,7,68303.0,Automatic,second,diesel
Maruti Suzuki,5,75000.0,Manual,first,hybrid/cng
Maruti Suzuki,8,51000.0,Manual,second,hybrid
Ford,14,105000.0,Manual,second,diesel
Honda,10,84999.0,Manual,second,hybrid/cng
Skoda,2,80000.0,Automatic,first,petrol
Hyundai,10,60000.0,Manual,first,petrol
Hyundai,0,2300.0,Manual,first,petrol
Tata,2,19300.0,Manual,first,hybrid/cng
Ford,5,60000.0,Manual,first,diesel
Skoda,12,69000.0,Manual,second,diesel
Maruti Suzuki,11,190000.0,Automatic,second,hybrid
Honda,13,75875.0,Automatic,second,petrol
Mercedes-Benz,8,252000.0,Automatic,first,diesel
Mercedes-Benz,10,96000.0,Automatic,second,diesel
Hyundai,15,16000.0,Automatic,first,petrol
Maruti Suzuki,9,83381.0,Automatic,first,petrol
Maruti Suzuki,7,108000.0,Manual,first,diesel
Maruti Suzuki,8,51000.0,Manual,second,petrol
Nissan,7,70805.0,Automatic,second,petrol
Skoda,9,51000.0,Manual,second,petrol
Honda,4,60766.0,Automatic,first,petrol
Hyundai,5,50000.0,Manual,first,diesel
Honda,2,25000.0,Automatic,first,petrol
Mercedes-Benz,5,45000.0,Automatic,second,diesel
Maruti Suzuki,1,16000.0,Automatic,first,petrol
Maruti Suzuki,9,68000.0,Manual,second,hybrid
Maruti Suzuki,7,76443.0,Manual,first,petrol
Hyundai,11,82000.0,Manual,second,diesel
Hyundai,8,85000.0,Manual,second,petrol
Hyundai,11,83000.0,Manual,second,diesel
Maruti Suzuki,14,85000.0,Manual,second,petrol
Maruti Suzuki,7,52000.0,Automatic,first,hybrid/cng
Maruti Suzuki,1,250000.0,Automatic,first,hybrid
Mahindra,3,30000.0,Automatic,first,diesel
Maruti Suzuki,15,169000.0,Manual,second,diesel
Toyota,0,1900.0,Automatic,first,hybrid/cng
Honda,7,35000.0,Manual,second,petrol
Maruti Suzuki,4,125000.0,Manual,second,petrol
Hyundai,12,46521.0,Manual,first,petrol
Volkswagen,13,43000.0,Automatic,second,petrol
Hyundai,6,52000.0,Manual,first,hybrid/cng
Renault,2,18000.0,Manual,first,hybrid/cng
Audi,12,75000.0,Automatic,first,diesel
Maruti Suzuki,13,113000.0,Manual,second,diesel
Honda,4,88000.0,Manual,first,hybrid
Hyundai,2,13000.0,Automatic,first,petrol
Skoda,8,107423.0,Automatic,first,diesel
Honda,18,98000.0,Automatic,second,petrol
Maruti Suzuki,6,75000.0,Automatic,second,petrol
Hyundai,5,76870.0,Automatic,first,diesel
Toyota,7,60043.0,Automatic,second,petrol
BMW,3,18000.0,Automatic,first,diesel
Maruti Suzuki,14,121000.0,Manual,first,diesel
Hyundai,9,58000.0,Manual,first,petrol
Maruti Suzuki,9,87419.0,Manual,second,petrol
Maruti Suzuki,13,95000.0,Automatic,second,hybrid/cng
Hyundai,3,12356.0,Automatic,first,petrol
Kia,5,84000.0,Automatic,second,petrol
Volkswagen,7,150000.0,Automatic,first,diesel
Maruti Suzuki,15,46000.0,Automatic,second,hybrid/cng
Honda,8,84844.0,Manual,second,petrol
Tata,6,68000.0,Automatic,first,petrol
Tata,3,24000.0,Manual,first,petrol
Honda,3,25000.0,Automatic,second,petrol
Maruti Suzuki,5,71000.0,Automatic,first,petrol
Volkswagen,11,60000.0,Manual,second,hybrid
Renault,7,300000.0,Manual,second,petrol
Skoda,9,106000.0,Automatic,second,petrol
Nissan,13,64213.0,Manual,first,petrol
Maruti Suzuki,14,48552.0,Manual,first,petrol
Porsche,4,50000.0,Automatic,first,hybrid
Maruti Suzuki,7,44515.0,Automatic,second,petrol
BMW,4,60000.0,Automatic,first,diesel
Hyundai,11,40595.0,Automatic,second,petrol
Honda,7,55000.0,Manual,first,petrol
Honda,9,71000.0,Manual,second,petrol
Maruti Suzuki,6,260000.0,Automatic,first,hybrid
Hyundai,3,55000.0,Manual,first,hybrid/cng
Hyundai,12,151000.0,Manual,second,hybrid
Maruti Suzuki,14,60000.0,Automatic,first,petrol
Maruti Suzuki,3,38562.0,Manual,first,hybrid
Mahindra,11,16872.0,Manual,second,diesel
Volvo,2,32000.0,Automatic,first,petrol
Maruti Suzuki,12,79000.0,Manual,second,hybrid
Maruti Suzuki,6,51000.0,Manual,second,diesel
Toyota,5,82000.0,Automatic,second,diesel
Renault,8,150000.0,Manual,second,diesel
Ford,7,48082.0,Automatic,first,petrol
Maruti Suzuki,6,191000.0,Manual,second,hybrid
Hyundai,13,51000.0,Automatic,second,petrol
Maruti Suzuki,18,79000.0,Manual,second,petrol
BMW,12,105000.0,Automatic,first,diesel
Maruti Suzuki,5,38923.0,Automatic,first,petrol
Ford,7,143063.0,Manual,first,diesel
Maruti Suzuki,9,95000.0,Manual,first,hybrid
Volkswagen,13,66000.0,Automatic,first,petrol
Honda,10,32001.0,Manual,second,petrol
Volkswagen,12,175000.0,Manual,second,diesel
Maruti Suzuki,9,61479.0,Automatic,first,petrol
Mercedes-Benz,11,149000.0,Automatic,second,diesel
Maruti Suzuki,3,50000.0,Manual,first,hybrid/cng
Ford,10,82000.0,Manual,first,diesel
Honda,9,300000.0,Manual,second,petrol
Maruti Suzuki,6,7512.0,Automatic,first,petrol
Toyota,7,52000.0,Automatic,first,diesel
Honda,11,110000.0,Manual,second,diesel
Hyundai,9,61000.0,Automatic,first,hybrid/cng
Volkswagen,6,68000.0,Automatic,second,diesel
Ford,10,36000.0,Automatic,first,diesel
Ford,7,144000.0,Automatic,first,diesel
Ford,5,56516.0,Automatic,first,petrol
Maruti Suzuki,13,75000.0,Manual,first,diesel
Honda,9,81000.0,Manual,first,diesel
MG,3,37000.0,Automatic,second,petrol
Maruti Suzuki,6,79000.0,Manual,first,hybrid
Maruti Suzuki,9,34000.0,Automatic,second,hybrid
Maruti Suzuki,12,55000.0,Manual,second,hybrid
Hyundai,3,77000.0,Manual,second,diesel
Maruti Suzuki,9,92600.0,Automatic,second,hybrid/cng
Tata,5,67231.0,Manual,first,diesel
Maruti Suzuki,11,75000.0,Manual,first,hybrid/cng
Audi,10,69.0,Automatic,second,diesel
Maruti Suzuki,4,49000.0,Manual,first,petrol
Volkswagen,11,39000.0,Manual,second,petrol
Hyundai,11,62000.0,Manual,second,hybrid/cng
Mercedes-Benz,10,57396.0,Automatic,second,diesel
Toyota,4,50000.0,Manual,second,diesel
Toyota,10,90800.0,Automatic,second,petrol
Toyota,9,95000.0,Manual,second,diesel
Mahindra,5,60000.0,Manual,first,diesel
Hyundai,9,66980.0,Automatic,second,petrol
Toyota,6,149000.0,Manual,second,diesel
Hyundai,4,92000.0,Manual,first,diesel
Toyota,6,120000.0,Automatic,second,diesel
Audi,8,47000.0,Automatic,second,diesel
Hyundai,2,50000.0,Automatic,second,hybrid/cng
Maruti Suzuki,7,53000.0,Automatic,first,hybrid/cng
Chevrolet,10,300000.0,Manual,second,diesel
Maruti Suzuki,15,70000.0,Manual,second,petrol
Maruti Suzuki,6,68000.0,Manual,first,hybrid/cng
Hyundai,1,2500.0,Automatic,first,petrol
Maruti Suzuki,8,54000.0,Manual,second,hybrid
Maruti Suzuki,4,40000.0,Automatic,second,hybrid/cng
Hyundai,6,78000.0,Automatic,first,hybrid
Audi,7,85000.0,Automatic,first,diesel
Maruti Suzuki,6,65000.0,Automatic,second,petrol
Maruti Suzuki,7,300000.0,Automatic,first,hybrid/cng
Maruti Suzuki,10,65000.0,Manual,second,hybrid/cng
Maruti Suzuki,9,67729.0,Manual,first,hybrid/cng
Hyundai,3,38000.0,Manual,first,diesel
Maruti Suzuki,7,51000.0,Manual,first,petrol
Maruti Suzuki,13,57327.0,Automatic,second,hybrid/cng
Hyundai,16,125000.0,Manual,first,diesel
Kia,3,30000.0,Automatic,first,diesel
Maruti Suzuki,6,70000.0,Manual,second,hybrid/cng
Maruti Suzuki,0,1234.0,Manual,first,hybrid
Honda,5,43000.0,Manual,second,hybrid/cng
Mercedes-Benz,13,64000.0,Automatic,second,diesel
Hyundai,1,12340.0,Automatic,first,hybrid
Maruti Suzuki,2,80000.0,Manual,first,petrol
Volkswagen,10,41500.0,Manual,second,petrol
Hyundai,5,40100.0,Automatic,second,petrol
Maruti Suzuki,3,90100.0,Manual,first,petrol
Toyota,7,75000.0,Automatic,second,diesel
Ford,6,120000.0,Automatic,second,diesel
Hyundai,14,80000.0,Automatic,second,hybrid
Toyota,10,215000.0,Automatic,second,diesel
Maruti Suzuki,3,54900.0,Manual,first,hybrid/cng
Hyundai,5,70000.0,Manual,second,diesel
Maruti Suzuki,16,70000.0,Manual,second,petrol
Mahindra,6,80000.0,Manual,second,diesel
Fiat,9,89000.0,Manual,second,diesel
Honda,9,48000.0,Manual,second,petrol
Maruti Suzuki,2,46000.0,Automatic,first,hybrid/cng
Toyota,3,30000.0,Automatic,first,diesel
Kia,5,27000.0,Automatic,first,petrol
Hyundai,7,120000.0,Automatic,first,diesel
Maruti Suzuki,6,66000.0,Automatic,second,hybrid
Honda,12,300000.0,Manual,first,petrol
Mahindra,1,31000.0,Automatic,first,petrol
Honda,10,90000.0,Manual,second,diesel
Ford,6,25000.0,Automatic,first,petrol
Hyundai,8,78000.0,Manual,second,petrol
Mini,11,48000.0,Automatic,second,petrol
Maruti Suzuki,4,43000.0,Automatic,second,petrol
Maruti Suzuki,4,67000.0,Manual,first,hybrid/cng
Hyundai,12,69000.0,Manual,second,petrol
Honda,6,55000.0,Automatic,second,petrol
Renault,5,46231.0,Manual,second,diesel
Tata,6,150000.0,Manual,second,diesel
Jeep,6,69000.0,Manual,first,diesel
Volkswagen,2,50000.0,Automatic,first,petrol
Hyundai,3,45000.0,Automatic,first,diesel
Maruti Suzuki,6,66000.0,Manual,first,hybrid/cng
Hyundai,17,79000.0,Manual,second,hybrid/cng
Mahindra,8,57000.0,Automatic,second,diesel
Mahindra,8,70000.0,Manual,second,diesel
Mahindra,3,50922.0,Automatic,second,diesel
Maruti Suzuki,14,98120.0,Manual,second,petrol
Tata,4,58000.0,Automatic,first,hybrid/cng
Renault,8,1.0,Manual,second,petrol
Honda,11,55000.0,Manual,second,hybrid/cng
Volkswagen,2,43000.0,Manual,second,petrol
Ford,7,90000.0,Automatic,first,diesel
Hyundai,12,75000.0,Manual,first,hybrid
Tata,2,14000.0,Manual,first,petrol
Renault,3,23575.0,Automatic,first,petrol
Datsun,9,18000.0,Manual,first,petrol
Mahindra,6,64000.0,Manual,second,diesel
Maruti Suzuki,13,90000.0,Automatic,second,hybrid/cng
Hyundai,13,39000.0,Manual,first,petrol
Renault,6,94000.0,Automatic,first,petrol
Hyundai,4,39000.0,Automatic,first,diesel
Mahindra,2,56800.0,Manual,first,diesel
Toyota,10,195000.0,Manual,second,diesel
Ford,8,98500.0,Automatic,second,diesel
Nissan,6,62000.0,Manual,first,hybrid/cng
Audi,9,95000.0,Automatic,first,diesel
Hyundai,7,52355.0,Manual,first,petrol
Hyundai,7,12000.0,Automatic,first,hybrid
Hyundai,13,38000.0,Manual,first,petrol
Toyota,3,62080.0,Manual,second,diesel
Honda,6,55000.0,Manual,first,petrol
MG,3,48000.0,Manual,first,diesel
Renault,3,58000.0,Manual,first,hybrid
Toyota,9,68000.0,Automatic,first,diesel
Kia,3,54000.0,Manual,first,petrol
Mahindra,3,41000.0,Automatic,first,diesel
Chevrolet,13,100000.0,Automatic,second,diesel
Mahindra,13,130000.0,Manual,second,diesel
Hyundai,8,71000.0,Manual,first,hybrid/cng
Honda,8,52000.0,Manual,first,petrol
Hyundai,15,212023.0,Automatic,second,hybrid/cng
Kia,2,8690.0,Manual,first,petrol
Maruti Suzuki,2,140000.0,Automatic,first,hybrid/cng
Ford,8,91000.0,Manual,second,diesel
Mercedes-Benz,1,6700.0,Automatic,first,petrol
Ford,3,42850.0,Manual,first,diesel
Toyota,2,42000.0,Automatic,first,petrol
Volkswagen,10,135500.0,Manual,second,diesel
BMW,7,75000.0,Automatic,first,diesel
Hyundai,8,80000.0,Manual,first,petrol
Hyundai,7,180000.0,Manual,second,diesel
Volkswagen,6,96200.0,Manual,second,diesel
Maruti Suzuki,18,26500.0,Manual,second,petrol
Maruti Suzuki,4,44566.0,Manual,first,petrol
Maruti Suzuki,7,41000.0,Automatic,second,hybrid
BMW,1,9500.0,Automatic,second,petrol
Honda,17,75000.0,Manual,second,petrol
Mahindra,8,64000.0,Manual,second,diesel
Hyundai,22,160000.0,Manual,first,diesel
Skoda,10,71000.0,Automatic,second,petrol
Hyundai,14,120000.0,Automatic,second,hybrid/cng
BMW,14,76486.0,Automatic,second,diesel
Toyota,2,31000.0,Automatic,first,diesel
Toyota,4,155000.0,Manual,first,diesel
Maruti Suzuki,9,72000.0,Manual,second,hybrid/cng
Hyundai,9,90000.0,Automatic,second,diesel
Tata,6,108000.0,Automatic,second,diesel
Honda,13,74000.0,Automatic,second,petrol
Skoda,2,39500.0,Automatic,first,petrol
Honda,7,59800.0,Automatic,second,petrol
Toyota,0,100.0,Automatic,first,hybrid
Maruti Suzuki,10,48000.0,Manual,second,petrol
Mahindra,3,13000.0,Automatic,first,diesel
Tata,8,98000.0,Manual,first,petrol
Honda,10,300000.0,Automatic,second,petrol
Hyundai,6,53000.0,Manual,second,petrol
Hyundai,10,75000.0,Manual,second,diesel
Ford,5,40683.0,Automatic,first,hybrid/cng
Hyundai,6,54000.0,Automatic,second,diesel
Tata,7,170000.0,Manual,first,diesel
Honda,8,67000.0,Automatic,second,petrol
Lexus,4,67000.0,Automatic,first,hybrid
Chevrolet,14,65000.0,Manual,second,hybrid
Honda,3,119000.0,Automatic,first,diesel
Ford,7,78663.0,Automatic,first,diesel
Tata,4,85000.0,Automatic,second,diesel
Maruti Suzuki,10,62000.0,Manual,second,diesel
Hyundai,16,71000.0,Manual,second,petrol
Hyundai,10,62000.0,Manual,second,hybrid/cng
Ford,5,64000.0,Manual,second,diesel
Maruti Suzuki,7,78200.0,Automatic,first,hybrid/cng
Volkswagen,7,77948.0,Manual,second,diesel
Hyundai,5,300000.0,Automatic,first,diesel
Hyundai,5,26000.0,Automatic,second,petrol
Maruti Suzuki,6,78000.0,Automatic,first,hybrid
Maruti Suzuki,7,58000.0,Automatic,first,hybrid/cng
Maruti Suzuki,9,58200.0,Manual,second,petrol
Maruti Suzuki,6,107000.0,Automatic,first,hybrid
Maruti Suzuki,7,46000.0,Automatic,first,petrol
Maruti Suzuki,4,94856.0,Manual,first,petrol
Mahindra,6,85000.0,Manual,second,diesel
Kia,3,89000.0,Automatic,first,diesel
Hyundai,6,41000.0,Manual,second,petrol
Honda,13,76000.0,Automatic,second,petrol
Honda,8,39000.0,Manual,second,petrol
Mahindra,5,115000.0,Manual,second,diesel
BMW,13,151244.0,Automatic,second,diesel
Mahindra,11,61000.0,Manual,second,diesel
Honda,9,75000.0,Manual,second,diesel
Maruti Suzuki,7,45000.0,Automatic,second,hybrid/cng
Mahindra,5,97000.0,Manual,first,diesel
Maruti Suzuki,1,27000.0,Manual,first,petrol
Audi,0,6912.0,Automatic,first,hybrid/cng
Honda,17,68000.0,Manual,first,petrol
Maruti Suzuki,13,111000.0,Manual,second,diesel
Maruti Suzuki,6,62956.0,Manual,first,petrol
Toyota,10,95000.0,Manual,first,diesel
Renault,2,11425.0,Automatic,first,petrol
Mahindra,9,78000.0,Manual,second,diesel
Maruti Suzuki,6,72000.0,Manual,second,hybrid
Mercedes-Benz,7,85000.0,Automatic,second,diesel
Renault,7,17500.0,Automatic,first,petrol
Hyundai,5,87000.0,Manual,first,diesel
Maruti Suzuki,7,96000.0,Manual,second,diesel
Ford,3,45000.0,Automatic,first,diesel
Toyota,8,142500.0,Automatic,second,diesel
Maruti Suzuki,10,62000.0,Automatic,second,petrol
Maruti Suzuki,14,75000.0,Automatic,second,petrol
Maruti Suzuki,9,98000.0,Manual,first,petrol
Honda,9,71000.0,Automatic,second,petrol
Volkswagen,13,65000.0,Automatic,second,diesel
Mahindra,5,24200.0,Manual,first,diesel
Maruti Suzuki,13,85000.0,Manual,second,petrol
Hyundai,11,149000.0,Manual,second,hybrid
Hyundai,9,79864.0,Manual,second,diesel
Mercedes-Benz,7,80000.0,Automatic,second,diesel
Hyundai,15,300000.0,Automatic,second,petrol
Maruti Suzuki,7,53000.0,Automatic,first,petrol
Toyota,8,99000.0,Automatic,second,diesel
Hyundai,8,50000.0,Manual,first,petrol
Maruti Suzuki,8,110000.0,Automatic,first,diesel
Ford,8,100000.0,Manual,second,diesel
Hyundai,9,58000.0,Manual,second,hybrid/cng
Maruti Suzuki,9,300000.0,Manual,first,hybrid/cng
Chevrolet,12,175300.0,Automatic,second,diesel
Maruti Suzuki,0,30000.0,Automatic,first,hybrid
Kia,4,34500.0,Automatic,first,petrol
Chevrolet,18,117000.0,Automatic,second,petrol
Kia,4,44197.0,Automatic,first,diesel
Maruti Suzuki,3,63250.0,Manual,first,hybrid/cng
Maruti Suzuki,11,38000.0,Manual,first,hybrid
Mercedes-Benz,6,116000.0,Automatic,second,diesel
BMW,1,6500.0,Automatic,first,diesel
Maruti Suzuki,4,15000.0,Manual,first,hybrid
BMW,4,25000.0,Automatic,first,petrol
Maruti Suzuki,14,86000.0,Manual,first,hybrid/cng
Hyundai,11,47000.0,Manual,first,petrol
Tata,7,120000.0,Manual,second,diesel
Maruti Suzuki,12,96000.0,Manual,second,hybrid
Maruti Suzuki,8,70000.0,Automatic,second,hybrid/cng
Toyota,6,85000.0,Manual,second,diesel
Maruti Suzuki,6,55000.0,Manual,second,hybrid
Toyota,2,81000.0,Automatic,first,diesel
Land Rover,5,28000.0,Automatic,first,petrol
Hyundai,6,78000.0,Automatic,first,hybrid
Honda,11,79000.0,Automatic,second,petrol
Datsun,7,25000.0,Manual,second,petrol
Maruti Suzuki,12,70000.0,Manual,second,diesel
Audi,11,97253.0,Automatic,first,diesel
Volkswagen,8,75000.0,Automatic,second,petrol
Maruti Suzuki,7,56000.0,Manual,second,diesel
Mercedes-Benz,13,40000.0,Automatic,first,petrol
Mercedes-Benz,7,64000.0,Automatic,second,diesel
Mercedes-Benz,1,7500.0,Automatic,first,diesel
Maruti Suzuki,9,64000.0,Manual,second,petrol
BMW,0,10000.0,Automatic,first,petrol
Maruti Suzuki,13,68535.0,Manual,second,hybrid
Maruti Suzuki,3,38000.0,Manual,first,petrol
Maruti Suzuki,2,8500.0,Manual,second,petrol
Hyundai,4,62000.0,Manual,first,hybrid
Audi,7,65000.0,Automatic,first,diesel
Maruti Suzuki,6,85600.0,Manual,first,diesel
Kia,5,54500.0,Automatic,first,diesel
Jeep,5,67000.0,Automatic,first,petrol
BMW,9,78000.0,Automatic,second,diesel
Honda,10,78000.0,Manual,first,diesel
BMW,4,10000.0,Automatic,first,petrol
Hyundai,11,68000.0,Automatic,first,petrol
BMW,7,99000.0,Automatic,second,diesel
Skoda,1,15000.0,Automatic,first,petrol
Maruti Suzuki,7,69500.0,Manual,second,diesel
Mahindra,10,300000.0,Manual,second,diesel
Kia,4,68000.0,Manual,first,diesel
Maruti Suzuki,1,22000.0,Manual,first,petrol
Maruti Suzuki,11,65000.0,Manual,first,petrol
Mercedes-Benz,7,72000.0,Automatic,second,diesel
Maruti Suzuki,8,57000.0,Automatic,second,petrol
Tata,6,165000.0,Automatic,first,diesel
Hyundai,6,105000.0,Automatic,second,hybrid/cng
Maruti Suzuki,5,147200.0,Automatic,second,diesel
Audi,10,50000.0,Automatic,second,diesel
Hyundai,0,8499.0,Automatic,first,petrol
Maruti Suzuki,1,8000.0,Manual,second,hybrid
Toyota,9,250000.0,Manual,first,diesel
Mahindra,1,17000.0,Automatic,first,diesel
Maruti Suzuki,7,75000.0,Automatic,first,hybrid
Toyota,9,220000.0,Manual,second,diesel
Maruti Suzuki,1,17000.0,Manual,first,petrol
Skoda,2,19500.0,Manual,first,petrol
Kia,4,72000.0,Manual,first,diesel
Hyundai,11,89288.0,Manual,first,hybrid/cng
Hyundai,10,63000.0,Manual,first,petrol
Toyota,6,80000.0,Manual,first,diesel
Toyota,11,129000.0,Manual,second,diesel
Volkswagen,13,150000.0,Manual,second,diesel
Maruti Suzuki,4,100000.0,Automatic,first,hybrid
Renault,11,96000.0,Manual,second,diesel
