Brand,Age,kmDriven,Transmission,Owner,FuelType
Maruti Suzuki,4,85000.0,Manual,first,petrol
Maruti Suzuki,12,73523.0,Automatic,second,hybrid/cng
Maruti Suzuki,5,82000.0,Automatic,first,petrol
Renault,10,77000.0,Manual,second,diesel
Hyundai,6,88250.0,Manual,first,diesel
Hyundai,1,46000.0,Manual,first,petrol
Maruti Suzuki,1,35000.0,Automatic,second,hybrid/cng
Maruti Suzuki,10,65000.0,Automatic,second,hybrid/cng
Tata,6,54750.0,Automatic,first,hybrid
Datsun,6,9700.0,Manual,first,petrol
Maruti Suzuki,2,15000.0,Automatic,first,petrol
Mercedes-Benz,14,81000.0,Automatic,first,diesel
Maruti Suzuki,3,51000.0,Manual,first,hybrid
Maruti Suzuki,5,95000.0,Automatic,first,hybrid
Toyota,2,15000.0,Manual,first,diesel
Land Rover,11,113400.0,Automatic,second,diesel
Toyota,10,225000.0,Manual,second,diesel
BMW,2,20000.0,Automatic,first,petrol
Toyota,10,110000.0,Automatic,first,hybrid/cng
Maruti Suzuki,7,80000.0,Manual,first,hybrid/cng
Toyota,7,108476.0,Automatic,first,diesel
Mercedes-Benz,8,130000.0,Automatic,first,diesel
Honda,13,77000.0,Automatic,second,petrol
BMW,11,85000.0,Automatic,second,diesel
Land Rover,9,65000.0,Automatic,first,diesel
Maruti Suzuki,14,36836.0,Automatic,first,petrol
Honda,10,68569.0,Automatic,first,petrol
Ford,11,45200.0,Manual,second,petrol
Maruti Suzuki,7,81000.0,Automatic,second,diesel
Renault,8,119000.0,Manual,first,diesel
Hyundai,6,300000.0,Manual,first,petrol
Chevrolet,14,69000.0,Manual,first,petrol
Maruti Suzuki,3,52428.0,Manual,first,hybrid
Maruti Suzuki,12,125000.0,Automatic,second,hybrid
Hyundai,7,84258.0,Manual,second,diesel
Maruti Suzuki,2,8500.0,Manual,first,petrol
Maruti Suzuki,12,156300.0,Manual,second,petrol
Maruti Suzuki,7,62000.0,Automatic,second,hybrid
BMW,8,45000.0,Automatic,second,diesel
Honda,15,90000.0,Automatic,second,hybrid
Hyundai,7,120000.0,Automatic,second,diesel
Maruti Suzuki,14,99000.0,Manual,second,diesel
Maruti Suzuki,4,105000.0,Manual,second,petrol
Hyundai,8,44000.0,Automatic,first,petrol
Maruti Suzuki,4,37800.0,Manual,first,petrol
Mahindra,11,99000.0,Manual,second,diesel
Mercedes-Benz,8,93000.0,Automatic,second,diesel
Mercedes-Benz,7,68000.0,Automatic,second,diesel
Maruti Suzuki,16,82000.0,Automatic,second,petrol
Maruti Suzuki,3,28000.0,Manual,first,hybrid/cng
Maruti Suzuki,4,114000.0,Manual,second,hybrid/cng
Maruti Suzuki,7,34000.0,Manual,second,hybrid
Hyundai,7,63000.0,Automatic,first,hybrid/cng
BMW,7,100000.0,Automatic,second,diesel
Hyundai,4,33145.0,Manual,first,petrol
Honda,7,55000.0,Automatic,second,petrol
Toyota,10,78000.0,Automatic,second,hybrid
Honda,8,88000.0,Automatic,second,petrol
Maruti Suzuki,8,200000.0,Automatic,first,hybrid
Mercedes-Benz,9,49900.0,Automatic,second,petrol
Maruti Suzuki,3,55000.0,Manual,first,hybrid
Hyundai,4,20000.0,Manual,second,petrol
Maruti Suzuki,13,60500.0,Manual,second,diesel
Ford,12,129000.0,Manual,second,diesel
BMW,7,60000.0,Automatic,second,diesel
Hyundai,9,82000.0,Manual,second,diesel
Maruti Suzuki,2,32000.0,Automatic,second,petrol
Maruti Suzuki,11,90000.0,Manual,first,petrol
Maruti Suzuki,12,72700.0,Manual,second,petrol
Chevrolet,14,112329.0,Manual,second,hybrid/cng
Maruti Suzuki,8,93000.0,Manual,first,diesel
MG,3,29000.0,Automatic,second,petrol
Nissan,12,130000.0,Manual,second,diesel
Mahindra,3,300000.0,Manual,first,petrol
Audi,9,59000.0,Automatic,first,diesel
Maruti Suzuki,5,29770.0,Automatic,second,petrol
Hyundai,17,102820.0,Manual,second,petrol
Porsche,7,49650.0,Automatic,second,petrol
Hyundai,13,46000.0,Manual,second,petrol
Hyundai,5,80000.0,Manual,first,hybrid
Maruti Suzuki,5,300000.0,Manual,first,hybrid/cng
Toyota,8,87500.0,Automatic,second,diesel
BMW,12,35000.0,Automatic,second,diesel
Maruti Suzuki,4,70000.0,Manual,second,hybrid
Hyundai,5,62000.0,Manual,first,hybrid
Maruti Suzuki,7,46000.0,Manual,first,petrol
Maruti Suzuki,2,65300.0,Automatic,first,hybrid
MG,5,23000.0,Automatic,first,petrol
Hyundai,4,25000.0,Automatic,first,petrol
Maruti Suzuki,14,86000.0,Manual,second,diesel
Maruti Suzuki,2,300000.0,Manual,first,hybrid
Maruti Suzuki,1,48000.0,Automatic,first,hybrid
Toyota,15,75000.0,Automatic,second,hybrid/cng
Maruti Suzuki,9,90000.0,Manual,second,hybrid/cng
Hyundai,4,55000.0,Automatic,second,petrol
Tata,5,72000.0,Manual,first,petrol
Maruti Suzuki,14,88000.0,Manual,second,petrol
Hyundai,3,28000.0,Automatic,first,petrol
Maruti Suzuki,4,52000.0,Manual,first,hybrid/cng
Mercedes-Benz,9,91540.0,Automatic,first,diesel
Audi,8,120000.0,Automatic,second,diesel
Maruti Suzuki,5,110000.0,Manual,first,hybrid
Maruti Suzuki,4,40000.0,Automatic,first,petrol
Hyundai,2,73000.0,Manual,first,petrol
Mini,5,31900.0,Automatic,second,petrol
Maruti Suzuki,3,14607.0,Automatic,first,petrol
Honda,4,68000.0,Automatic,first,petrol
Hyundai,9,59000.0,Automatic,second,hybrid/cng
Maruti Suzuki,9,91500.0,Manual,first,petrol
Maruti Suzuki,1,1800.0,Automatic,first,petrol
Tata,2,21000.0,Manual,first,diesel
Maruti Suzuki,4,155000.0,Manual,second,diesel
Maruti Suzuki,6,68000.0,Manual,first,hybrid
Maruti Suzuki,9,18000.0,Automatic,second,petrol
MG,3,20530.0,Automatic,first,petrol
Mahindra,3,51000.0,Automatic,second,diesel
Maruti Suzuki,14,98000.0,Manual,second,hybrid
Hyundai,6,80000.0,Automatic,first,hybrid
Maruti Suzuki,7,58680.0,Manual,second,hybrid/cng
BMW,8,97000.0,Automatic,first,diesel
Maruti Suzuki,8,62000.0,Automatic,second,petrol
Toyota,7,183000.0,Automatic,second,diesel
Honda,9,58000.0,Automatic,first,petrol
Honda,7,44000.0,Manual,first,petrol
Mercedes-Benz,6,78900.0,Automatic,first,diesel
Hyundai,8,42000.0,Manual,first,hybrid
Mitsubishi,7,125000.0,Automatic,second,diesel
Maruti Suzuki,0,36.0,Automatic,first,hybrid/cng
Maruti Suzuki,6,66000.0,Automatic,second,hybrid
Maruti Suzuki,14,50000.0,Automatic,second,hybrid
Maruti Suzuki,7,125000.0,Manual,first,hybrid
Hyundai,10,79000.0,Automatic,second,petrol
Maruti Suzuki,9,39000.0,Manual,first,petrol
Maruti Suzuki,10,56000.0,Manual,second,petrol
Maruti Suzuki,11,62000.0,Manual,second,hybrid
Hyundai,5,51000.0,Manual,first,petrol
Renault,6,55000.0,Manual,second,petrol
Ford,10,66000.0,Manual,second,petrol
Maruti Suzuki,7,57500.0,Automatic,first,hybrid/cng
Toyota,10,127000.0,Manual,second,diesel
Hyundai,8,65000.0,Manual,second,petrol
Tata,6,53840.0,Manual,first,petrol
Skoda,8,40000.0,Manual,first,petrol
Tata,6,300000.0,Automatic,second,petrol
Maruti Suzuki,7,50000.0,Manual,first,petrol
Hyundai,8,87000.0,Automatic,second,hybrid
Hyundai,5,66651.0,Automatic,second,diesel
Audi,8,37909.0,Automatic,second,petrol
Toyota,1,14500.0,Automatic,second,hybrid
Tata,9,30000.0,Manual,second,petrol
Chevrolet,8,100000.0,Manual,second,diesel
Skoda,7,39000.0,Automatic,second,petrol
Toyota,8,150000.0,Manual,second,diesel
Tata,4,69000.0,Manual,first,hybrid/cng
Hyundai,6,32000.0,Automatic,first,petrol
Maruti Suzuki,8,63200.0,Automatic,second,petrol
Maruti Suzuki,7,34000.0,Automatic,first,petrol
Maruti Suzuki,8,44000.0,Automatic,second,petrol
Maruti Suzuki,8,65000.0,Manual,first,diesel
Maruti Suzuki,8,60837.0,Manual,first,petrol
Tata,8,140990.0,Automatic,second,diesel
Honda,3,52689.0,Automatic,first,petrol
Skoda,7,125300.0,Automatic,first,diesel
Mercedes-Benz,5,30000.0,Automatic,first,petrol
Maruti Suzuki,12,85000.0,Manual,second,hybrid/cng
Mercedes-Benz,4,190000.0,Automatic,first,diesel
Jeep,6,300000.0,Manual,first,diesel
Maruti Suzuki,3,13000.0,Automatic,first,petrol
Honda,15,83000.0,Manual,second,petrol
Maruti Suzuki,4,40000.0,Manual,first,petrol
Skoda,9,52000.0,Automatic,second,petrol
Maruti Suzuki,4,33000.0,Manual,second,hybrid
Toyota,10,250000.0,Manual,second,diesel
Maruti Suzuki,4,64000.0,Manual,first,diesel
Renault,7,65563.0,Automatic,second,petrol
Hyundai,14,140000.0,Manual,second,petrol
Mercedes-Benz,9,300000.0,Automatic,first,diesel
Toyota,9,105000.0,Manual,second,diesel
Tata,5,39000.0,Manual,first,diesel
Land Rover,6,86008.0,Automatic,first,diesel
Chevrolet,11,21000.0,Manual,first,petrol
Maruti Suzuki,4,68000.0,Manual,second,petrol
Honda,14,93000.0,Automatic,first,hybrid
Maruti Suzuki,5,48000.0,Automatic,second,petrol
Maruti Suzuki,7,129000.0,Manual,first,diesel
Maruti Suzuki,7,65000.0,Manual,second,petrol
Hyundai,7,99000.0,Automatic,first,petrol
BMW,10,72000.0,Automatic,second,diesel
Volvo,10,116000.0,Automatic,second,diesel
Tata,9,148000.0,Manual,second,diesel
Renault,6,83000.0,Automatic,second,diesel
Ssangyong,11,65000.0,Automatic,first,diesel
Maruti Suzuki,5,64000.0,Automatic,second,hybrid/cng
Mahindra,8,95000.0,Manual,first,diesel
Maruti Suzuki,7,130000.0,Automatic,first,hybrid
Toyota,5,300000.0,Automatic,first,diesel
Hyundai,7,63000.0,Manual,second,petrol
Maruti Suzuki,9,58000.0,Automatic,first,hybrid
Ford,7,57000.0,Manual,first,diesel
Honda,7,78000.0,Automatic,second,petrol
Kia,4,20200.0,Automatic,first,petrol
Hyundai,4,48000.0,Manual,first,hybrid
Toyota,12,175000.0,Manual,second,diesel
Skoda,7,55000.0,Automatic,second,hybrid/cng
Toyota,14,150000.0,Manual,first,petrol
Maruti Suzuki,6,85269.0,Manual,second,hybrid
Hyundai,12,55000.0,Manual,second,hybrid/cng
Maruti Suzuki,2,52000.0,Manual,second,hybrid
Volkswagen,8,90000.0,Automatic,first,diesel
Mercedes-Benz,12,76000.0,Automatic,first,petrol
Mercedes-Benz,8,58400.0,Automatic,second,diesel
Honda,8,101000.0,Automatic,second,hybrid
Hyundai,10,87000.0,Manual,second,hybrid/cng
Hyundai,10,80000.0,Automatic,second,petrol
Maruti Suzuki,7,62000.0,Manual,first,diesel
Tata,2,35000.0,Automatic,first,petrol
Maruti Suzuki,6,50000.0,Automatic,first,hybrid/cng
Kia,3,16.0,Manual,first,petrol
Kia,4,60000.0,Automatic,first,petrol
Mahindra,3,65000.0,Automatic,second,diesel
Jeep,2,18000.0,Automatic,first,petrol
Maruti Suzuki,7,75000.0,Manual,second,diesel
Land Rover,5,36864.0,Automatic,first,petrol
Maruti Suzuki,8,300000.0,Manual,second,petrol
Hyundai,2,64000.0,Manual,first,hybrid/cng
Mercedes-Benz,7,106000.0,Automatic,second,diesel
Maruti Suzuki,5,133000.0,Automatic,first,hybrid
Maruti Suzuki,1,21209.0,Manual,first,petrol
Volvo,6,54000.0,Automatic,first,diesel
Toyota,2,6100.0,Manual,first,diesel
Renault,9,48000.0,Manual,second,diesel
Maruti Suzuki,5,78000.0,Automatic,first,petrol
Chevrolet,7,44500.0,Manual,first,petrol
Hyundai,10,80000.0,Automatic,second,petrol
Toyota,9,57000.0,Manual,first,petrol
Renault,7,58097.0,Manual,first,petrol
Honda,15,77000.0,Automatic,second,hybrid
Honda,10,71000.0,Manual,second,petrol
Maruti Suzuki,6,68650.0,Automatic,first,hybrid
Maruti Suzuki,5,58900.0,Automatic,first,petrol
Renault,9,94000.0,Manual,second,diesel
Maruti Suzuki,6,22000.0,Automatic,second,petrol
Honda,9,100000.0,Automatic,second,hybrid
Kia,4,50693.0,Automatic,first,petrol
Mercedes-Benz,12,129000.0,Automatic,first,diesel
Hyundai,1,12000.0,Automatic,first,petrol
Honda,14,64000.0,Manual,second,hybrid
Maruti Suzuki,5,40000.0,Automatic,first,petrol
Maruti Suzuki,4,181000.0,Manual,second,hybrid/cng
Mercedes-Benz,3,32000.0,Automatic,second,petrol
Tata,3,49900.0,Automatic,second,diesel
Maruti Suzuki,7,57000.0,Automatic,second,petrol
Maruti Suzuki,8,100000.0,Manual,second,diesel
Maruti Suzuki,6,60000.0,Manual,first,hybrid/cng
Hyundai,9,48000.0,Automatic,first,petrol
Hyundai,6,73000.0,Automatic,first,petrol
Maruti Suzuki,6,38000.0,Manual,second,petrol
Volvo,1,9700.0,Automatic,first,petrol
Honda,6,85000.0,Automatic,first,hybrid/cng
Maruti Suzuki,5,47000.0,Manual,first,diesel
BMW,2,43000.0,Automatic,first,petrol
Mercedes-Benz,3,6000.0,Automatic,first,diesel
Honda,17,61000.0,Automatic,second,hybrid
Hyundai,7,48000.0,Manual,first,hybrid/cng
Maruti Suzuki,9,78000.0,Manual,first,hybrid
Ford,8,44000.0,Automatic,second,petrol
Maruti Suzuki,7,50000.0,Manual,first,diesel
Maruti Suzuki,6,45000.0,Manual,second,petrol
Hyundai,13,62000.0,Automatic,first,petrol
Maruti Suzuki,4,30000.0,Manual,first,petrol
Maruti Suzuki,2,34000.0,Manual,second,hybrid
Renault,3,12300.0,Manual,second,petrol
Hyundai,13,78000.0,Manual,second,hybrid
Audi,9,145248.0,Automatic,second,diesel
Hyundai,13,300000.0,Manual,second,hybrid
Maruti Suzuki,10,157920.0,Manual,second,diesel
Honda,17,94000.0,Automatic,second,petrol
Honda,3,3900.0,Manual,second,petrol
Mahindra,7,55000.0,Manual,second,hybrid
Toyota,10,50999.0,Manual,second,diesel
Maruti Suzuki,13,77211.0,Manual,second,petrol
Hyundai,10,62500.0,Manual,second,petrol
Hyundai,8,52000.0,Manual,second,hybrid
Maruti Suzuki,5,21000.0,Manual,first,petrol
Hyundai,6,76500.0,Manual,first,diesel
Honda,7,81000.0,Automatic,second,petrol
Maruti Suzuki,6,86000.0,Manual,first,petrol
Honda,6,84000.0,Automatic,first,petrol
Skoda,10,105904.0,Automatic,second,diesel
Maruti Suzuki,8,87880.0,Automatic,first,diesel
Maruti Suzuki,5,34000.0,Manual,first,hybrid
Honda,19,11800.0,Automatic,first,hybrid
Mercedes-Benz,12,74000.0,Automatic,second,diesel
Tata,5,55000.0,Manual,second,hybrid/cng
Toyota,8,161000.0,Automatic,second,diesel
BMW,5,50000.0,Automatic,second,diesel
Maruti Suzuki,10,58000.0,Manual,first,hybrid/cng
Maruti Suzuki,3,25000.0,Manual,first,petrol
Maruti Suzuki,9,62000.0,Manual,second,hybrid
Volkswagen,12,104236.0,Manual,first,diesel
BMW,12,50000.0,Automatic,second,diesel
Hyundai,6,300000.0,Manual,first,petrol
Maruti Suzuki,6,85000.0,Automatic,first,hybrid/cng
Honda,10,90000.0,Manual,first,diesel
Mahindra,6,140000.0,Manual,first,diesel
Maruti Suzuki,5,42000.0,Automatic,first,hybrid/cng
Volkswagen,12,95000.0,Manual,second,diesel
Maruti Suzuki,12,58000.0,Automatic,first,hybrid/cng
Maruti Suzuki,0,35.0,Manual,first,hybrid/cng
Toyota,5,69000.0,Automatic,first,diesel
Hyundai,4,37000.0,Manual,first,petrol
Toyota,4,36000.0,Automatic,first,hybrid/cng
Maruti Suzuki,4,20000.0,Manual,first,petrol
Datsun,5,15698.0,Automatic,second,petrol
Toyota,12,230000.0,Automatic,first,diesel
Maruti Suzuki,12,70000.0,Manual,second,petrol
Volkswagen,8,118000.0,Manual,first,petrol
Maruti Suzuki,8,62000.0,Automatic,second,petrol
Maruti Suzuki,2,12000.0,Automatic,first,hybrid
Mercedes-Benz,12,76294.0,Automatic,first,petrol
Mercedes-Benz,9,300000.0,Automatic,second,diesel
Maruti Suzuki,11,95000.0,Manual,first,hybrid
Maruti Suzuki,6,49191.0,Manual,second,diesel
Toyota,9,111000.0,Manual,second,diesel
Honda,10,58000.0,Automatic,first,hybrid/cng
Toyota,0,3600.0,Automatic,first,hybrid/cng
Hyundai,10,80000.0,Manual,first,diesel
Maruti Suzuki,9,72000.0,Automatic,second,petrol
Tata,11,100000.0,Manual,second,diesel
Kia,1,43000.0,Manual,first,diesel
Maruti Suzuki,10,71000.0,Automatic,first,hybrid
Audi,9,42000.0,Automatic,second,diesel
Chevrolet,10,35000.0,Automatic,second,diesel
Honda,19,60000.0,Manual,second,petrol
Mahindra,11,60000.0,Manual,second,diesel
Mahindra,2,6789.0,Automatic,first,diesel
Hyundai,14,97000.0,Manual,first,hybrid
Hyundai,6,23000.0,Automatic,first,petrol
Hyundai,12,1.0,Manual,second,diesel
Maruti Suzuki,0,15000.0,Automatic,first,hybrid
Mercedes-Benz,8,96000.0,Automatic,first,diesel
Mahindra,8,50000.0,Manual,first,hybrid
Skoda,11,75000.0,Automatic,first,hybrid/cng
Maruti Suzuki,9,42045.0,Automatic,first,hybrid/cng
Hyundai,11,64205.0,Automatic,second,hybrid
Ford,8,95000.0,Manual,first,diesel
Hyundai,11,67000.0,Automatic,first,petrol
Hyundai,8,91000.0,Manual,second,diesel
MG,2,11001.0,Automatic,first,petrol
Maruti Suzuki,9,64000.0,Manual,first,hybrid/cng
BMW,2,2000.0,Automatic,first,petrol
Volkswagen,7,56300.0,Manual,second,petrol
Toyota,7,71000.0,Automatic,second,diesel
Toyota,1,10000.0,Automatic,first,petrol
Maruti Suzuki,6,93000.0,Manual,first,hybrid/cng
Maruti Suzuki,7,68000.0,Manual,first,hybrid
Hyundai,9,82000.0,Manual,second,hybrid
Maruti Suzuki,5,86000.0,Automatic,first,hybrid
Hyundai,5,57000.0,Manual,first,petrol
Honda,12,68000.0,Manual,first,petrol
BMW,10,70000.0,Automatic,second,diesel
Maruti Suzuki,6,61000.0,Automatic,second,hybrid
Mercedes-Benz,4,60000.0,Automatic,first,diesel
Volkswagen,3,18000.0,Automatic,first,petrol
Hyundai,7,130000.0,Automatic,second,diesel
Toyota,6,33000.0,Automatic,first,hybrid
Hyundai,12,83000.0,Manual,second,petrol
BMW,12,86000.0,Automatic,second,diesel
Hyundai,11,75000.0,Automatic,second,hybrid/cng
Honda,3,20000.0,Automatic,second,petrol
Ford,7,78000.0,Automatic,first,diesel
Hyundai,5,36100.0,Manual,second,hybrid
Hyundai,11,65000.0,Manual,second,petrol
Volkswagen,14,77246.0,Manual,first,diesel
Maruti Suzuki,14,89000.0,Manual,second,petrol
Mercedes-Benz,4,24000.0,Automatic,second,diesel
Maruti Suzuki,10,34260.0,Manual,second,diesel
Toyota,9,175000.0,Automatic,second,diesel
Maruti Suzuki,19,7.0,Manual,second,petrol
Maruti Suzuki,6,42000.0,Manual,second,hybrid
Maruti Suzuki,11,94000.0,Manual,second,hybrid
Hyundai,3,50000.0,Manual,first,diesel
Mahindra,1,11000.0,Automatic,second,hybrid
Maruti Suzuki,10,130000.0,Manual,second,petrol
Maruti Suzuki,8,64000.0,Automatic,first,petrol
Honda,10,76000.0,Manual,second,diesel
Maruti Suzuki,0,5500.0,Automatic,first,hybrid/cng
Maruti Suzuki,2,300000.0,Automatic,first,petrol
BMW,11,57000.0,Automatic,first,diesel
Mercedes-Benz,9,105000.0,Automatic,second,petrol
Hyundai,1,35000.0,Automatic,first,diesel
Audi,8,63000.0,Automatic,first,diesel
Hyundai,8,106000.0,Automatic,second,diesel
Audi,8,118000.0,Automatic,first,diesel
Toyota,1,25000.0,Automatic,first,hybrid/cng
Maruti Suzuki,20,65238.0,Manual,first,petrol
Tata,12,150000.0,Manual,first,diesel
Maruti Suzuki,8,73000.0,Manual,second,diesel
Maruti Suzuki,8,70000.0,Manual,first,hybrid
Hyundai,13,102500.0,Manual,second,diesel
Honda,7,300000.0,Manual,second,petrol
Hyundai,13,105000.0,Manual,second,petrol
Honda,8,86000.0,Manual,second,hybrid/cng
Toyota,6,86000.0,Automatic,first,diesel
Volkswagen,5,68000.0,Manual,first,petrol
Mercedes-Benz,8,78000.0,Automatic,first,diesel
Maruti Suzuki,3,90000.0,Automatic,first,hybrid
Maruti Suzuki,10,38000.0,Manual,first,petrol
Mahindra,2,69120.0,Manual,first,diesel
Maruti Suzuki,9,49000.0,Automatic,first,petrol
Maruti Suzuki,1,50000.0,Automatic,first,hybrid
Maruti Suzuki,13,200900.0,Manual,first,petrol
Toyota,6,78000.0,Automatic,second,diesel
Mercedes-Benz,10,115000.0,Automatic,first,diesel
Mercedes-Benz,2,28000.0,Automatic,first,petrol
Volkswagen,8,65000.0,Automatic,second,petrol
Maruti Suzuki,12,95000.0,Automatic,second,hybrid
Toyota,9,95000.0,Automatic,second,hybrid
Tata,6,85000.0,Automatic,second,diesel
Hyundai,4,86000.0,Automatic,first,diesel
Hyundai,4,75000.0,Automatic,second,diesel
Porsche,3,19000.0,Automatic,second,petrol
Mahindra,9,75000.0,Manual,first,diesel
Maruti Suzuki,9,90590.0,Manual,first,petrol
Mitsubishi,10,89000.0,Manual,second,diesel
Renault,6,300000.0,Manual,first,diesel
Honda,7,73000.0,Automatic,first,petrol
Maruti Suzuki,8,86000.0,Manual,first,hybrid/cng
Land Rover,12,145000.0,Automatic,second,diesel
Maruti Suzuki,6,65000.0,Manual,first,diesel
Maruti Suzuki,7,62800.0,Manual,second,hybrid
Honda,9,55000.0,Automatic,first,hybrid
Tata,4,90000.0,Manual,first,petrol
Toyota,13,160000.0,Manual,second,petrol
Kia,3,300000.0,Automatic,first,hybrid/cng
BMW,7,300000.0,Automatic,second,diesel
Maruti Suzuki,3,110000.0,Manual,first,hybrid/cng
BMW,8,78000.0,Automatic,second,diesel
Tata,2,5000.0,Automatic,first,petrol
Honda,16,119000.0,Automatic,second,hybrid/cng
Hyundai,6,87000.0,Manual,second,diesel
Hyundai,7,82000.0,Automatic,first,hybrid/cng
Maruti Suzuki,13,60000.0,Automatic,second,diesel
Maruti Suzuki,7,300000.0,Automatic,first,hybrid
Volkswagen,4,35000.0,Automatic,first,petrol
Hyundai,6,63000.0,Manual,first,petrol
Honda,8,37000.0,Automatic,first,petrol
Renault,4,18047.0,Automatic,second,petrol
Maruti Suzuki,6,117000.0,Automatic,second,diesel
Mercedes-Benz,5,80000.0,Automatic,second,petrol
Honda,17,85000.0,Automatic,second,hybrid/cng
BMW,10,90000.0,Automatic,second,diesel
Land Rover,3,37000.0,Automatic,first,petrol
Maruti Suzuki,13,59000.0,Manual,second,hybrid/cng
Maruti Suzuki,7,72000.0,Manual,first,diesel
Maruti Suzuki,8,95000.0,Automatic,second,hybrid/cng
Honda,5,61000.0,Manual,second,hybrid/cng
Maruti Suzuki,1,51000.0,Manual,first,hybrid/cng
Skoda,7,49600.0,Manual,first,petrol
Hyundai,6,37000.0,Manual,first,petrol
Maruti Suzuki,7,70600.0,Manual,second,hybrid
Volkswagen,3,20000.0,Automatic,first,petrol
Maruti Suzuki,1,53000.0,Automatic,first,hybrid/cng
Mahindra,10,78525.0,Manual,first,diesel
Honda,6,32000.0,Manual,first,petrol
Maruti Suzuki,8,38000.0,Automatic,second,petrol
Hyundai,6,62853.0,Automatic,first,hybrid
Skoda,12,76000.0,Manual,second,diesel
Hyundai,5,36639.0,Automatic,second,petrol
Maruti Suzuki,7,155000.0,Manual,second,diesel
Mercedes-Benz,8,68000.0,Automatic,second,diesel
Jeep,7,300000.0,Manual,first,diesel
Honda,16,87000.0,Automatic,second,petrol
Hyundai,6,50000.0,Manual,second,petrol
Maruti Suzuki,6,30000.0,Manual,second,petrol
Nissan,13,52000.0,Manual,first,petrol
Maruti Suzuki,6,170000.0,Automatic,second,hybrid
Maruti Suzuki,6,43394.0,Manual,first,hybrid
Hyundai,5,53000.0,Manual,second,petrol
Maruti Suzuki,5,230000.0,Automatic,first,hybrid
Volkswagen,6,122000.0,Automatic,first,hybrid
Ford,12,64000.0,Manual,second,diesel
Mercedes-Benz,7,43000.0,Automatic,first,diesel
Maruti Suzuki,8,85000.0,Automatic,first,hybrid
Maruti Suzuki,12,93000.0,Manual,first,hybrid
Hyundai,12,85000.0,Automatic,first,hybrid/cng
Mahindra,12,120000.0,Automatic,second,diesel
Kia,2,68000.0,Manual,first,diesel
Volvo,8,56000.0,Automatic,second,diesel
Hyundai,8,135000.0,Manual,first,diesel
Maruti Suzuki,5,300000.0,Manual,first,petrol
Hyundai,6,68000.0,Manual,first,hybrid
Maruti Suzuki,4,50000.0,Manual,second,petrol
Maruti Suzuki,9,51133.0,Manual,first,hybrid/cng
Renault,2,36000.0,Automatic,first,petrol
Hyundai,5,40000.0,Manual,first,hybrid/cng
Toyota,7,115000.0,Automatic,second,diesel
Skoda,6,135000.0,Manual,first,diesel
Maruti Suzuki,9,73000.0,Automatic,first,hybrid/cng
Hyundai,7,51000.0,Manual,second,petrol
Skoda,7,36000.0,Automatic,first,petrol
Maruti Suzuki,7,3240.0,Manual,second,petrol
Toyota,3,42000.0,Automatic,first,petrol
Hyundai,4,71000.0,Manual,first,hybrid
Maruti Suzuki,6,53000.0,Automatic,second,hybrid/cng
Hyundai,16,68000.0,Manual,first,petrol
Maruti Suzuki,4,45124.0,Manual,first,petrol
Hyundai,14,66000.0,Automatic,second,petrol
Hyundai,4,40000.0,Manual,second,petrol
Audi,10,103232.0,Automatic,second,diesel
Maruti Suzuki,10,85000.0,Manual,first,diesel
Volkswagen,9,102000.0,Automatic,second,petrol
Maruti Suzuki,12,62816.0,Automatic,first,petrol
Maruti Suzuki,3,21000.0,Manual,first,petrol
Land Rover,9,82000.0,Automatic,second,diesel
Honda,1,10000.0,Manual,first,petrol
Audi,8,135000.0,Automatic,first,diesel
Audi,10,44000.0,Automatic,first,diesel
Hyundai,12,94000.0,Manual,second,diesel
Audi,9,71000.0,Automatic,first,diesel
Renault,10,90000.0,Manual,second,hybrid
Maruti Suzuki,19,75000.0,Manual,second,petrol
Maruti Suzuki,11,100250.0,Manual,second,hybrid/cng
Honda,9,65000.0,Manual,first,petrol
Maruti Suzuki,6,61585.0,Automatic,first,petrol
Maruti Suzuki,12,90000.0,Automatic,second,hybrid
Hyundai,12,53750.0,Automatic,second,petrol
Toyota,18,170000.0,Manual,second,diesel
BMW,13,80594.0,Automatic,second,diesel
Audi,11,44699.0,Automatic,second,diesel
BMW,7,89000.0,Automatic,second,diesel
Maruti Suzuki,8,58000.0,Manual,first,hybrid
Toyota,7,300000.0,Manual,first,petrol
Hyundai,1,8000.0,Manual,first,petrol
Porsche,6,89000.0,Automatic,second,diesel
Tata,8,20.0,Manual,second,diesel
Maruti Suzuki,5,250000.0,Automatic,first,hybrid
Volkswagen,11,85000.0,Manual,second,diesel
Tata,2,36000.0,Manual,first,petrol
Maruti Suzuki,11,56000.0,Manual,second,hybrid/cng
Volkswagen,5,61000.0,Automatic,first,diesel
Mahindra,2,19000.0,Manual,first,diesel
Hyundai,10,89000.0,Automatic,second,petrol
Maruti Suzuki,7,45000.0,Automatic,first,petrol
Toyota,7,83000.0,Automatic,first,diesel
Hyundai,9,74230.0,Manual,second,diesel
Skoda,3,300000.0,Automatic,first,petrol
Maruti Suzuki,5,50000.0,Automatic,second,petrol
Ford,10,105000.0,Manual,second,diesel
Mercedes-Benz,10,77600.0,Automatic,second,diesel
Hyundai,8,67750.0,Automatic,second,hybrid
Jeep,6,113000.0,Manual,second,diesel
BMW,7,56000.0,Automatic,second,diesel
Hyundai,4,44681.0,Manual,first,petrol
Hyundai,10,90000.0,Manual,first,petrol
