Brand,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,AskPrice_Log
Mercedes-Benz,6,39000.0,Automatic,second,diesel,5950000,15.598901945589025
Maruti Suzuki,3,300000.0,Automatic,first,petrol,1155000,13.959611767738522
Maruti Suzuki,0,6000.0,Automatic,first,petrol,1150000,13.955273369904273
BMW,8,53000.0,Automatic,second,diesel,1399000,14.151268968443645
BMW,10,99000.0,Automatic,second,diesel,1750000,14.375126917328105
Mercedes-Benz,12,73595.0,Automatic,second,petrol,699000,13.457407451830088
Hyundai,6,51000.0,Manual,first,petrol,475000,13.07107218827772
Hyundai,6,57546.0,Automatic,first,petrol,849999,13.652991628466498
Mercedes-Benz,8,96000.0,Automatic,second,diesel,2300000,14.648420115681892
BMW,6,21000.0,Automatic,second,petrol,4500000,15.319588176962746
Maruti Suzuki,6,48000.0,Automatic,second,petrol,535000,13.190023895035274
Volkswagen,13,22000.0,Manual,first,petrol,299999,12.611537753638338
Toyota,3,40000.0,Automatic,first,diesel,4100000,15.226497775576945
Maruti Suzuki,3,22864.0,Automatic,first,petrol,1095000,13.90626583447433
Maruti Suzuki,7,64000.0,Manual,first,diesel,585000,13.279368835614243
Hyundai,11,88000.0,Manual,first,diesel,410000,12.923914877701906
Ford,13,30000.0,Manual,second,petrol,149000,11.91170829631447
Hyundai,4,33145.0,Manual,first,petrol,600000,13.304686600863562
Skoda,13,60000.0,Manual,first,petrol,220000,12.301387370778713
Jeep,7,61000.0,Manual,second,diesel,1150000,13.955273369904273
Maruti Suzuki,10,120000.0,Automatic,second,diesel,425000,12.959846800844963
Mahindra,8,87000.0,Manual,first,diesel,1050000,13.864301674514206
Hyundai,2,38000.0,Manual,first,petrol,1040000,13.854732232655556
Jeep,7,55000.0,Automatic,second,petrol,1011000,13.826451487121803
Hyundai,5,35000.0,Manual,first,diesel,1145000,13.95091606833254
Honda,13,82000.0,Automatic,second,petrol,299000,12.608202196848836
Toyota,5,65000.0,Automatic,first,diesel,1400000,14.151983508870947
Renault,9,90000.0,Manual,first,diesel,575000,13.26212705890841
Mercedes-Benz,4,49000.0,Automatic,first,petrol,4800000,15.38412668421143
Mercedes-Benz,5,290000.0,Automatic,second,diesel,9500000,16.066802461833923
Honda,1,9500.0,Automatic,first,petrol,1475000,14.204169225721929
Renault,11,86250.0,Manual,first,diesel,290000,12.577639650232573
Toyota,8,190000.0,Manual,first,diesel,1650000,14.316286451937186
Volkswagen,7,80000.0,Manual,first,diesel,475000,13.07107218827772
Hyundai,3,96000.0,Automatic,first,diesel,1700000,14.346139397261565
BMW,8,40000.0,Automatic,first,diesel,2150000,14.580978865220017
Maruti Suzuki,5,65000.0,Manual,first,petrol,925000,13.73755009757506
Maruti Suzuki,14,29000.0,Manual,first,petrol,150000,11.918397239722838
Hyundai,11,40000.0,Automatic,second,petrol,200000,12.206077645517674
Mahindra,14,65000.0,Manual,second,diesel,290000,12.577639650232573
Maruti Suzuki,6,38000.0,Automatic,second,petrol,380000,12.847929163278053
Maruti Suzuki,9,66000.0,Automatic,second,petrol,260000,12.468440756144114
Maruti Suzuki,5,29000.0,Manual,first,petrol,850000,13.652992804936396
Toyota,8,90000.0,Manual,second,diesel,1545000,14.250535115562965
Toyota,1,14100.0,Automatic,first,petrol,2844000,14.860722421522647
Hyundai,9,88000.0,Manual,second,diesel,750000,13.527829818844937
Maruti Suzuki,8,49000.0,Automatic,second,petrol,599000,13.303018546545275
Maruti Suzuki,8,36000.0,Automatic,first,petrol,399999,12.89921982609012
Honda,13,61000.0,Manual,second,petrol,225000,12.323860125621126
Hyundai,6,62000.0,Manual,second,petrol,375000,12.834683971615659
Hyundai,2,190000.0,Automatic,first,diesel,2290000,14.64406281221155
Mercedes-Benz,5,28370.0,Automatic,first,diesel,1999999,14.508657738524219
Ford,8,86000.0,Automatic,first,diesel,1825000,14.417091092943783
Hyundai,13,68000.0,Manual,second,petrol,230000,12.345838935721968
Ford,5,54000.0,Manual,first,diesel,810000,13.60479076121576
Hyundai,14,72000.0,Automatic,second,petrol,275000,12.524530013005734
Renault,4,59000.0,Manual,first,petrol,675000,13.42246945133505
Hyundai,15,300000.0,Manual,second,petrol,160000,11.982935344196433
Skoda,9,59000.0,Automatic,second,petrol,550000,13.217675375388819
Hyundai,8,64200.0,Automatic,first,diesel,1175000,13.976779556623864
Audi,9,53000.0,Automatic,second,diesel,1750000,14.375126917328105
Audi,8,40000.0,Automatic,first,diesel,1595000,14.282384921160133
Maruti Suzuki,13,53750.0,Manual,first,petrol,155000,11.951186847493476
Kia,2,15000.0,Automatic,first,petrol,1800000,14.403297778421795
Maruti Suzuki,13,75000.0,Manual,second,petrol,245000,12.409017571151187
Maruti Suzuki,14,88000.0,Manual,second,petrol,95000,11.461642696843066
Audi,6,110000.0,Automatic,first,diesel,2299000,14.64798523871695
BMW,11,76064.0,Automatic,second,diesel,1425000,14.169683073439028
BMW,6,41000.0,Automatic,second,diesel,2990000,14.910784279814974
Mahindra,2,6789.0,Automatic,first,diesel,2000000,14.508658238524095
Toyota,3,63000.0,Automatic,first,diesel,4250000,15.26242977619469
Hyundai,7,50523.0,Manual,second,petrol,370000,12.821260987319457
Mercedes-Benz,10,74000.0,Automatic,first,diesel,1384999,14.141210697603576
Mercedes-Benz,2,25000.0,Automatic,first,diesel,6500000,15.687312888712007
Toyota,4,38000.0,Automatic,first,petrol,574000,13.260386417460465
Maruti Suzuki,13,55000.0,Manual,second,petrol,115000,11.652696102959753
Toyota,0,6110.0,Manual,first,diesel,2785000,14.839758790409885
Toyota,10,130000.0,Manual,first,diesel,1360000,14.122995993006082
Toyota,10,108000.0,Automatic,first,petrol,1400000,14.151983508870947
Honda,6,58000.0,Manual,first,petrol,574000,13.260386417460465
Maruti Suzuki,3,300000.0,Manual,first,petrol,679000,13.428377879293798
Tata,4,49000.0,Manual,first,diesel,450000,13.017005083966255
Force,1,9900.0,Manual,first,diesel,1550000,14.253766134056512
Renault,7,67000.0,Manual,second,petrol,250000,12.429220196836383
Maruti Suzuki,1,11000.0,Automatic,first,petrol,725000,13.493928313146206
Volkswagen,4,35000.0,Automatic,first,petrol,1170000,13.972515161474428
Honda,7,28000.0,Automatic,first,petrol,685000,13.437175577097312
Maruti Suzuki,7,142000.0,Automatic,first,petrol,345000,12.75130259456002
Hyundai,10,62000.0,Manual,first,petrol,421000,12.95039048795861
Renault,5,18000.0,Manual,first,petrol,325000,12.691583538230217
Maruti Suzuki,9,300000.0,Manual,first,diesel,450000,13.017005083966255
Hyundai,5,48000.0,Manual,first,petrol,525000,13.171155446333852
Maruti Suzuki,7,65000.0,Automatic,first,petrol,300000,12.611541086966115
Audi,10,57000.0,Automatic,first,diesel,1285000,14.06627005452127
Maruti Suzuki,5,73000.0,Automatic,second,petrol,695000,13.451668563394815
Jaguar,10,78000.0,Automatic,first,diesel,995000,13.81049902116535
BMW,14,130000.0,Automatic,second,petrol,280000,12.54254845357358
Hyundai,12,74000.0,Manual,second,petrol,250000,12.429220196836383
Porsche,6,15000.0,Automatic,second,petrol,8000000,15.894952224644102
Maruti Suzuki,9,18000.0,Automatic,second,petrol,350000,12.765691290604371
Honda,11,85000.0,Automatic,second,petrol,400000,12.899222326086994
Maruti Suzuki,7,67000.0,Automatic,second,petrol,450000,13.017005083966255
Maruti Suzuki,1,9000.0,Manual,first,petrol,490000,13.102162710901053
Mahindra,9,76000.0,Manual,second,diesel,850000,13.652992804936396
Maruti Suzuki,5,7000.0,Automatic,second,petrol,650000,13.384729180332174
Maruti Suzuki,0,1600.0,Manual,first,petrol,1350000,14.115615891155079
Hyundai,12,71000.0,Automatic,second,petrol,445000,13.005831808336863
Honda,7,50000.0,Manual,second,diesel,725000,13.493928313146206
Maruti Suzuki,6,42175.0,Automatic,first,petrol,429000,12.969214528909768
Toyota,12,115000.0,Manual,second,diesel,325000,12.691583538230217
Honda,8,300000.0,Automatic,second,petrol,450000,13.017005083966255
Fiat,12,160000.0,Manual,first,diesel,260000,12.468440756144114
Maruti Suzuki,9,110000.0,Manual,second,diesel,530000,13.180634172318978
Ford,3,23000.0,Automatic,second,diesel,3150000,14.962913328262083
Hyundai,12,79000.0,Manual,first,diesel,220000,12.301387370778713
Hyundai,8,72000.0,Automatic,first,diesel,685000,13.437175577097312
Toyota,8,61000.0,Automatic,second,petrol,845000,13.647093089770562
Kia,1,27000.0,Automatic,first,diesel,1775000,14.389311544271775
Toyota,9,98525.0,Manual,second,diesel,695000,13.451668563394815
Maruti Suzuki,13,59000.0,Manual,first,petrol,260000,12.468440756144114
Volkswagen,7,99000.0,Manual,first,diesel,649000,13.38318953651709
Mitsubishi,7,68000.0,Manual,second,diesel,1195000,13.993657580167481
Skoda,2,10000.0,Automatic,first,petrol,1361000,14.123731016387191
Toyota,18,190000.0,Manual,second,diesel,410000,12.923914877701906
Hyundai,11,80000.0,Manual,second,petrol,195000,12.180759965737863
Tata,11,100000.0,Manual,second,diesel,150000,11.918397239722838
Maruti Suzuki,10,78000.0,Manual,second,petrol,175000,12.07254696717504
Ford,11,46200.0,Manual,first,petrol,159000,11.976665770490767
Maruti Suzuki,7,81000.0,Automatic,first,diesel,650000,13.384729180332174
Maruti Suzuki,6,30000.0,Manual,first,diesel,965000,13.779884416590017
Mini,12,28000.0,Automatic,second,petrol,1990000,14.503645699213111
Hyundai,1,12700.0,Manual,first,petrol,1575000,14.269766465162304
Mercedes-Benz,3,14000.0,Automatic,first,diesel,5250000,15.473738825043979
Hyundai,12,123500.0,Manual,second,petrol,285000,12.560247968016562
Toyota,13,99000.0,Manual,second,diesel,325000,12.691583538230217
Honda,4,41000.0,Manual,second,petrol,575000,13.26212705890841
Maruti Suzuki,5,47000.0,Manual,first,diesel,875000,13.681980308196241
Hyundai,4,86000.0,Automatic,first,diesel,899000,13.70903942580019
Mahindra,0,33000.0,Manual,first,diesel,1850000,14.430696737594902
BMW,3,74000.0,Automatic,first,diesel,6650000,15.710127563007966
Maruti Suzuki,6,45000.0,Manual,second,petrol,510000,13.1421679654829
Tata,7,135000.0,Manual,second,diesel,775000,13.560619598657233
Mahindra,12,168000.0,Manual,second,diesel,500000,13.122365377402328
Mahindra,7,129124.0,Manual,first,diesel,1095000,13.90626583447433
Maruti Suzuki,7,92000.0,Automatic,first,diesel,645000,13.377007146164305
Hyundai,4,42000.0,Manual,second,diesel,1225000,14.018452218287162
Maruti Suzuki,5,53000.0,Manual,second,petrol,635000,13.361381852676738
Audi,9,89000.0,Automatic,first,diesel,890000,13.698977865303197
Maruti Suzuki,6,108000.0,Manual,first,petrol,320000,12.676079399771027
Volkswagen,3,250000.0,Automatic,first,petrol,1245000,14.034646891093473
Audi,11,102000.0,Automatic,second,diesel,1020000,13.83531416565213
Maruti Suzuki,13,75000.0,Automatic,second,petrol,350000,12.765691290604371
Audi,8,99000.0,Automatic,second,diesel,949000,13.76316513133229
Renault,5,18000.0,Manual,first,petrol,324000,12.688501881189456
Honda,14,70343.0,Automatic,second,petrol,650000,13.384729180332174
Mahindra,7,90000.0,Automatic,second,diesel,1100000,13.910821646859095
Maruti Suzuki,5,146000.0,Manual,second,diesel,690000,13.444448325847754
Renault,6,37000.0,Automatic,second,petrol,325000,12.691583538230217
Honda,6,103000.0,Manual,first,diesel,780000,13.567050480716235
Lexus,2,17000.0,Automatic,first,petrol,5600000,15.53827733427679
Tata,10,80000.0,Manual,second,diesel,120000,11.695255355062795
Hyundai,5,80000.0,Manual,second,diesel,825000,13.623139877437296
Ford,12,104000.0,Manual,second,diesel,234000,12.36308066783498
Ford,8,95000.0,Manual,first,diesel,750000,13.527829818844937
Ford,4,83700.0,Automatic,first,diesel,2951000,14.8976549927932
Maruti Suzuki,10,106000.0,Manual,second,petrol,275000,12.524530013005734
Audi,9,64000.0,Automatic,second,diesel,850000,13.652992804936396
Mercedes-Benz,10,77600.0,Automatic,second,diesel,2799999,14.845129975145433
Maruti Suzuki,13,78965.0,Manual,first,petrol,135000,11.813037464800539
Tata,6,300000.0,Manual,second,petrol,485000,13.091906231773164
Toyota,7,145000.0,Manual,second,diesel,2800000,14.845130332288226
Hyundai,7,30300.0,Manual,first,petrol,550000,13.217675375388819
Maruti Suzuki,6,74000.0,Manual,first,diesel,785000,13.573440270649085
Toyota,4,300000.0,Automatic,first,diesel,1960000,14.488455541410652
Maruti Suzuki,5,38032.0,Automatic,second,petrol,690000,13.444448325847754
Honda,9,69000.0,Automatic,second,petrol,500000,13.122365377402328
Mahindra,5,85000.0,Manual,first,diesel,1050000,13.864301674514206
Tata,14,78960.0,Manual,first,petrol,95000,11.461642696843066
BMW,7,92000.0,Automatic,second,diesel,2999999,14.914122846632385
Maruti Suzuki,9,55049.0,Manual,first,petrol,317000,12.666660207428574
Audi,6,35000.0,Automatic,first,diesel,3350000,15.024471202308668
BMW,4,32000.0,Automatic,first,diesel,9800000,16.097893045681612
Audi,8,135000.0,Automatic,first,diesel,1651000,14.316892328595602
MG,5,17000.0,Automatic,first,petrol,1390000,14.144815024531075
Honda,7,69000.0,Manual,second,petrol,610000,13.321215875492413
Mercedes-Benz,5,32000.0,Automatic,first,diesel,4980000,15.42094064980403
Maruti Suzuki,7,62000.0,Manual,first,diesel,750000,13.527829818844937
Skoda,10,116000.0,Automatic,second,petrol,740000,13.51440681653079
Ford,9,55000.0,Automatic,second,petrol,449000,13.014780393893403
Toyota,7,69000.0,Automatic,second,diesel,2099000,14.556972075219997
Volkswagen,8,110000.0,Automatic,second,diesel,649999,13.38472764187182
Honda,10,75000.0,Automatic,first,petrol,525000,13.171155446333852
Honda,9,38000.0,Manual,first,petrol,450000,13.017005083966255
Mercedes-Benz,11,83000.0,Automatic,second,diesel,1629000,14.303477501457536
Volkswagen,5,68000.0,Manual,first,petrol,575000,13.26212705890841
BMW,5,25000.0,Automatic,second,diesel,3975000,15.195535557642865
Maruti Suzuki,5,15000.0,Automatic,second,petrol,1055000,13.869052272759154
Hyundai,1,11800.0,Automatic,second,petrol,950000,13.76421831620775
Maruti Suzuki,15,85000.0,Manual,second,petrol,155000,11.951186847493476
Mahindra,8,87000.0,Automatic,first,diesel,750000,13.527829818844937
Land Rover,12,89000.0,Manual,second,diesel,1600000,14.285514812209815
Honda,12,70000.0,Manual,second,petrol,265000,12.487488878546145
Maruti Suzuki,13,45000.0,Manual,second,petrol,195000,12.180759965737863
Maruti Suzuki,9,38482.0,Manual,first,petrol,310000,12.644330802262578
Hyundai,8,68000.0,Automatic,second,diesel,1050000,13.864301674514206
Maruti Suzuki,8,300000.0,Automatic,second,petrol,460000,13.038983942375959
Renault,9,300000.0,Manual,first,diesel,155000,11.951186847493476
Volkswagen,9,74000.0,Automatic,first,diesel,545000,13.208542908506082
Maruti Suzuki,8,83214.0,Manual,second,diesel,390000,12.873904582205107
Toyota,7,158000.0,Manual,first,diesel,1575000,14.269766465162304
Maruti Suzuki,7,108000.0,Manual,first,diesel,775000,13.560619598657233
Maruti Suzuki,9,91000.0,Manual,second,petrol,205000,12.230770136157428
Maruti Suzuki,14,65000.0,Manual,first,petrol,225000,12.323860125621126
Toyota,3,77000.0,Automatic,first,diesel,3890000,15.173919972664004
Maruti Suzuki,8,80000.0,Manual,second,diesel,545000,13.208542908506082
Mercedes-Benz,10,87000.0,Automatic,second,diesel,1545000,14.250535115562965
Maruti Suzuki,19,10000.0,Automatic,second,diesel,390000,12.873904582205107
Honda,10,68700.0,Manual,second,petrol,525000,13.171155446333852
Toyota,9,220000.0,Manual,second,diesel,990000,13.805461232211272
Hyundai,12,53000.0,Automatic,second,petrol,285000,12.560247968016562
Volkswagen,10,41500.0,Manual,second,petrol,360000,12.793862088206213
Toyota,9,125000.0,Automatic,first,diesel,1598000,14.28426403109039
Tata,3,50000.0,Automatic,first,diesel,1699000,14.345550989235415
Hyundai,3,67777.0,Automatic,first,petrol,1333333,14.10319313041593
Mahindra,17,170000.0,Manual,second,diesel,148000,11.904974309480183
Hyundai,11,69000.0,Manual,first,petrol,199000,12.201065128819632
Honda,9,72500.0,Automatic,second,petrol,450000,13.017005083966255
Porsche,5,140000.0,Automatic,first,petrol,10900000,16.204273438942487
Tata,15,155888.0,Manual,second,diesel,120000,11.695255355062795
Hyundai,10,60000.0,Manual,second,petrol,198000,12.19602736016897
Hyundai,7,63000.0,Manual,second,petrol,240000,12.388398368982115
Hyundai,2,13000.0,Manual,first,petrol,825000,13.623139877437296
Maruti Suzuki,10,32117.0,Automatic,first,petrol,395000,12.886643575525625
Land Rover,6,62000.0,Automatic,first,diesel,3300000,15.009433329466965
Maruti Suzuki,9,70000.0,Manual,first,diesel,900000,13.710151153416941
Ford,8,91000.0,Automatic,first,petrol,675000,13.42246945133505
Ford,7,75000.0,Automatic,second,diesel,1900000,14.45736497045232
Maruti Suzuki,7,47231.0,Manual,first,petrol,535101,13.190212661911549
Maruti Suzuki,5,38000.0,Manual,first,petrol,410000,12.923914877701906
Hyundai,9,68000.0,Manual,second,petrol,225000,12.323860125621126
Volvo,6,54000.0,Automatic,first,diesel,2290000,14.64406281221155
Hyundai,2,24000.0,Automatic,first,diesel,1875000,14.444119750719839
Mahindra,5,68000.0,Manual,first,diesel,875000,13.681980308196241
Renault,9,58000.0,Manual,first,diesel,500000,13.122365377402328
Honda,19,65460.0,Manual,second,petrol,150000,11.918397239722838
Toyota,7,71000.0,Automatic,second,diesel,1725000,14.360738188157574
Hyundai,4,51500.0,Automatic,second,petrol,499999,13.122363377404328
Renault,7,105000.0,Manual,first,diesel,645000,13.377007146164305
Toyota,13,250000.0,Manual,second,diesel,799999,13.592367006650065
Skoda,16,140000.0,Manual,second,diesel,260000,12.468440756144114
Tata,14,90000.0,Manual,first,diesel,120000,11.695255355062795
Toyota,12,250000.0,Manual,second,diesel,775000,13.560619598657233
Mahindra,8,85000.0,Manual,second,diesel,500000,13.122365377402328
Land Rover,4,53500.0,Automatic,second,diesel,5575000,15.533803054682638
Renault,6,67000.0,Manual,second,petrol,299000,12.608202196848836
Mahindra,8,56000.0,Automatic,second,diesel,695000,13.451668563394815
Honda,7,300000.0,Manual,second,petrol,460000,13.038983942375959
Maruti Suzuki,17,82038.0,Manual,second,petrol,150000,11.918397239722838
Mercedes-Benz,3,27000.0,Automatic,first,diesel,6250000,15.648092181712572
Hyundai,1,10110.0,Manual,first,petrol,1095000,13.90626583447433
BMW,12,90000.0,Automatic,first,diesel,1850000,14.430696737594902
Renault,7,90000.0,Automatic,first,petrol,290000,12.577639650232573
Maruti Suzuki,4,70000.0,Manual,first,petrol,1100000,13.910821646859095
Volkswagen,13,66000.0,Automatic,first,petrol,299000,12.608202196848836
Maruti Suzuki,2,21260.0,Manual,first,petrol,535000,13.190023895035274
Honda,11,28500.0,Automatic,second,petrol,560000,13.235693848424024
Maruti Suzuki,5,80000.0,Automatic,second,petrol,280000,12.54254845357358
Maruti Suzuki,5,300000.0,Manual,first,petrol,630000,13.353476685668044
Maruti Suzuki,12,90000.0,Manual,first,diesel,325000,12.691583538230217
Mercedes-Benz,6,51000.0,Automatic,second,diesel,2850000,14.862829903121964
Jeep,5,73000.0,Manual,first,diesel,1175000,13.976779556623864
Skoda,7,82500.0,Automatic,second,petrol,695000,13.451668563394815
Mahindra,6,140000.0,Manual,first,diesel,630000,13.353476685668044
Hyundai,7,120000.0,Automatic,first,diesel,975000,13.790193775620484
Tata,9,47000.0,Automatic,second,petrol,265000,12.487488878546145
Kia,4,42000.0,Manual,first,petrol,1080000,13.8924725250259
